"codice isil";"denominazione biblioteca";"tipologia funzionale";"denominazione ente";"tipologia amministrativa"
"IT-BZ0066";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Racines - Gemeinde Ratschings";"Comune"
"IT-BZ0067";"Biblioteca pubblica. Sezione staccata di Ridanna - Öffentliche Bibliothek. Zweigstelle Ridnaun";"Pubblica";"Comune di Racines - Gemeinde Ratschings";"Comune"
"IT-BZ0068";"Biblioteca pubblica. Sezione staccata di Telves - Öffentliche Bibliothek. Zweigstelle Telfes";"Pubblica";"Comune di Racines - Gemeinde Ratschings";"Comune"
"IT-BZ0069";"Biblioteca pubblica. Sezione staccata di Racines di Dentro - Öffentliche Bibliothek. Zweigstelle Innerratschings";"Pubblica";"Comune di Racines - Gemeinde Ratschings";"Comune"
"IT-BZ0070";"Biblioteca pubblica Rasun Anterselva - Öffentliche Bibliothek Rasen-Antholz";"Pubblica";"Comune di Rasun Anterselva - Gemeinde Rasen Antholz";"Comune"
"IT-BZ0071";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Renon - Gemeinde Ritten";"Comune"
"IT-BZ0072";"Biblioteca pubblica Rio di Pusteria - Öffentliche Bibliothek Mühlbach";"Pubblica";"Comune di Rio di Pusteria - Gemeinde Mühlbach";"Comune"
"IT-BZ0074";"Biblioteca comunale - Gemeindebibliothek";"Pubblica";"Comune di Salorno - Gemeinde Salurn";"Comune"
"IT-BZ0076";"Biblioteca comunale Peter Paul Rainer - Gemeindebibliothek Peter Paul Rainer";"Pubblica";"Comune di San Candido - Gemeinde Innichen";"Comune"
"IT-BZ0077";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di San Genesio Atesino - Gemeinde Jenesien";"Comune"
"IT-BZ0078";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di San Leonardo in Passiria - Gemeinde St. Leonhard Passeier";"Comune"
"IT-BZ0079";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di S. Lorenzo - St. Lorenzen";"Comune"
"IT-BZ0080";"Biblioteca Sas dla Crusc di Badia. Sezione staccata di San Martino in Badia- Öffentliche Bibliothek Sas dla Crusc Abtei. Zweigstelle St. Martin in Thurn";"Pubblica";"Comune di San Martino di Badia - Gemeinde St. Martin in Thurn";"Comune"
"IT-BZ0081";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di San Martino in Passiria - Gemeinde St. Martin in Passeier";"Comune"
"IT-BZ0082";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune S. Pancrazio - St. Pankraz";"Enti ecclesiastici"
"IT-BZ0083";"Biblioteca comunale Tresl Gruber - Gemeindebibliothek Tresl Gruber";"Pubblica";"Comune di Santa Cristina Valgardena - Gemeinde St. Christina in Groden";"Comune"
"IT-BZ0084";"Biblioteca pubblica del Sarentino - Öffentliche Bibliothek Sarnthein";"Pubblica";"Comune di Sarentino - Gemeinde Sarntal";"Comune"
"IT-BZ0086";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Parrocchia di Selva dei Molini - Pfarrei Mühlwald";"Enti ecclesiastici"
"IT-BZ0087";"Biblioteca Oswald von Wolkenstein - Bibliotech Oswald von Wolkenstein - Bibliothek Oswald von Wolkenstein";"Pubblica";"Comune di Selva di Valgardena - Gemeinde Wolkenstein in Grden";"Comune"
"IT-BZ0088";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Senale-San Felice - Gemeinde Unsere Liebe Frau im Walde-St. Felix";"Comune"
"IT-BZ0091";"Bibliothek - Biblioteca ""Claus Gatterer""";"Pubblica";"Comune di Sesto - Gemeinde Sexten";"Comune"
"IT-BZ0092";"Biblioteca Centro Sistema Schlandersburg - Bibliothek Schlandersburg";"Pubblica";"Comune di Silandro - Gemeinde Schlanders";"Comune"
"IT-BZ0093";"Biblioteca pubblica di Stelvio-Solda - Öffentliche Bibliothek Stilfs-Sulden";"Pubblica";"Parrocchia di S. Ulrico Stelvio - Pfarrei zum Hl. Ulrich-Stilfs";"Enti ecclesiastici"
"IT-BZ0094";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Terlano - Gemeinde Terlan";"Comune"
"IT-BZ0096";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Tesimo - Gemeinde Tisens";"Comune"
"IT-BZ0097";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Parrocchia di Tirolo - Pfarre Dorf Tirol";"Enti ecclesiastici"
"IT-BZ0099";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Trodena";"Comune"
"IT-BZ0101";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Valdaora - Gemeinde Olang";"Comune"
"IT-BZ0105";"Biblioteca pubblica. Sezione staccata di Colle di Fuori. Öffentliche Bibliothek. Zweigstelle Ausserpichl";"Pubblica";"Comune di Valle di Casies - Gemeinde Gsies";"Comune"
"IT-BZ0106";"Biblioteca pubblica. Sezione staccata di Santa Maddalena in Casies - Öffentliche Bibliothek. Zweigstelle St. Magdalena in Gsies";"Pubblica";"Comune di Valle di Casies - Gemeinde Gsies";"Comune"
"IT-BZ0108";"Biblioteca pubblica - Öffentliche Bibliothek in Gsies";"Pubblica";"Comune di Valle di Casies - Gemeinde Gsies";"Comune"
"IT-BZ0109";"Biblioteca dell'Abbazia di Novacella";"Di conservazione";"Abbazia di Novacella";"Enti ecclesiastici"
"IT-BZ0111";"Biblioteca pubblica popolare - Öffentliche Volksbücherei";"Pubblica";"Comune di Velturno - Gemeinde Feldthurns";"Comune"
"IT-BZ0112";"Biblioteca pubblica di Villabassa - Öffentliche Bibliothek Niederdorf";"Pubblica";"Comune di Villabassa";"Comune"
"IT-BZ0113";"Biblioteca civica - Stadtbibliothek";"Pubblica";"Comune di Vipiteno - Gemeinde Sterzing";"Comune"
"IT-BZ0115";"Biblioteca provinciale Friedrich Teßmann - Landesbibliothek Friedrich Teßmann";"Di conservazione";"Provincia di Bolzano - Autonome Provinz Bozen-Südtirol";"Provincia"
"IT-BZ0117";"Biblioteca specializzata per l'educazione degli adulti - Fachbibliothek für Erwachsenenbildung";"Specializzata";"Associazione cattolica per l'educazione degli adulti - Katholisches Bildungswerk";"Accademie, associazioni, fondazioni, istituti (pubblici)"
"IT-BZ0118";"Biblioteca biomedica Francesco Casanova - Ärztliche Bibliothek Francesco Casanova";"Specializzata";"Unità sanitaria locale centro-sud - Sanitätseinheit Mitte Süd";"Aziende ed enti del servizio sanitario nazionale"
"IT-BZ0120";"Biblioteca dei Frati Francescani - Bibliothek Franziskaner Kloster";"Specializzata";"Frati minori OFM. Convento di Caldaro - OFM Franziskanerorden. Kloster Kaltern";"Enti ecclesiastici"
"IT-BZ0121";"Biblioteca civica - Stadtbibliothek";"Pubblica";"Comune di Brunico - Gemeinde Bruneck";"Comune"
"IT-BZ0122";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Caldaro - Gemeinde Kaltern";"Comune"
"IT-BZ0124";"Biblioteca del Convento delle Benedettine di Sabiona - Benediktinerinnen-Abtei Bibliothek";"Di conservazione";"Benedettine. Monastero di Sabiona - Benediktinerinnen. Abtei Säben";"Enti ecclesiastici"
"IT-BZ0126";"Biblioteca pubblica. Sezione staccata di Riobianco - Öffentliche Bibliothek. Zweigstelle Weißenbach";"Pubblica";"Comune di Valle Aurina - Gemeinde Ahrntal";"Comune"
"IT-BZ0127";"Biblioteca del Seminario vescovile Johanneum e Fondazione Parschalk - Studienbibliothek des Bischöflichen Seminars Johanneum und Parschalk-Bibliothek";"Pubblica";"Seminario vescovile di Tirolo - Bischfliche Seminar Johanneum Dorf Tirol";"Enti ecclesiastici"
"IT-BZ0128";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Termeno ssdv / Gemeinde Tramin adW.";"Comune"
"IT-BZ0129";"Biblioteca tedesca - Deutsche Bibliothek";"Pubblica";"Comune di Laives - Gemeinde Leifers";"Comune"
"IT-BZ0131";"Biblioteca popolare - Volksbücherei";"Pubblica";"Comune di Nalles - Gemeinde Nals";"Comune"
"IT-BZ0132";"Biblioteca Centro Don Bosco - Zentrum Don Bosco Bibliothek";"Pubblica";"Centro Don Bosco - Zentrum Don Bosco";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-BZ0133";"Biblioteca di cultura teatrale - Fachbibliothek für Theaterkultur";"Pubblica";"Ente Teatro città di Merano - Stadttheater Meran";"Accademie, associazioni, fondazioni, istituti (pubblici)"
"IT-BZ0134";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Lana - Gemeinde Lana";"Comune"
"IT-BZ0136";"Biblioteca pubblica di Gais / Öffentliche Bibliothek Gais";"Pubblica";"Comune di Gais - Gemeinde Gais";"Comune"
"IT-BZ0137";"Biblioteca pubblica di Gais. Sezione staccata di Rio Molino - Öffentliche Bibliothek Gais. Leihstelle Mühlbach";"Pubblica";"Comune di Gais - Gemeinde Gais";"Comune"
"IT-BZ0138";"Biblioteca pubblica delle Parrocchie di Merano. Sezione staccata di Maia Bassa - Öffentliche Bibliothek der Pfarren von Meran. Zweigstelle Untermais";"Pubblica";"Parrocchia di S. Nicolo' di Merano - Pfarre St. Nikolaus Meran";"Enti ecclesiastici"
"IT-BZ0139";"Biblioteca pubblica delle Parrocchie di Merano - aÖffentliche Bibliothek der Pfarren von Meran";"Pubblica";"Parrocchia di Maia Alta. Merano - Pfarre Obermais. Meran";"Enti ecclesiastici"
"IT-BZ0140";"Biblioteca pubblica delle Parrocchie di Merano. Sezione staccata di Maria Assunta - Öffentliche Bibliothek der Pfarren von Meran. Zweigstelle Maria Aufn";"Pubblica";"Parrocchia di S. Maria Assunta di Merano - Maria Aufnahme Pfarr Meran";"Enti ecclesiastici"
"IT-BZ0142";"Biblioteca pubblica. Sezione staccata di Stulles - Öffentliche Bücherei. Zweigstelle Stuls";"Pubblica";"Comune di Moso in Passiria - Moos in Passeier";"Comune"
"IT-BZ0143";"Biblioteca pubblica. Sezione staccata di Corvara - Öffentliche Bücherei. Zweigstelle Rabenstein";"Pubblica";"Parrocchia di Moso in Passiria - Pfarre Moos in Passeier";"Enti ecclesiastici"
"IT-BZ0144";"Biblioteca pubblica. Sezione staccata di Plan - Öffentliche Bibliothek. Zweigstelle Pfelders";"Pubblica";"Parrocchia di Moso in Passiria - Pfarre Moos in Passeier";"Enti ecclesiastici"
"IT-BZ0145";"Biblioteca pubblica. Sezione staccata di Plata - Öffentliche Bibliothek. Zweigstelle Platt";"Pubblica";"Comune di Moso in Passiria - Moos in Passeier";"Comune"
"IT-BZ0146";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Moso in Passiria - Pfarre Moos in Passeier";"Comune"
"IT-BZ0147";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Luson";"Comune"
"IT-BZ0148";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Parrocchia di Cornaiano - Pfarre Girlan";"Enti ecclesiastici"
"IT-BZ0149";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Parrocchia di Frangarto - Pfarre Frangart";"Enti ecclesiastici"
"IT-BZ0150";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Magrè";"Comune"
"IT-BZ0151";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Laion - Pfarre Lajen";"Comune"
"IT-BZ0152";"Biblioteca pubblica. Sezione staccata di Cornedo Centro - Öffentliche Bibliothek. Zweigstelle Karneid Dorf";"Pubblica";"Parrocchia di Collepietra - Pfarre Steinegg";"Enti ecclesiastici"
"IT-BZ0153";"Biblioteca pubblica. Sezione staccata di San Valentino in Campo - Öffentliche Bibliothek. Zweigstelle Gummer";"Pubblica";"Parrocchia di Collepietra - Pfarre Steinegg";"Enti ecclesiastici"
"IT-BZ0154";"Biblioteca pubblica. Sezione staccata di Cardano - Öffentliche Bibliothek. Zweigstelle Kardaun";"Pubblica";"Parrocchia di Colle Pietra - Pfarre Steinegg";"Enti ecclesiastici"
"IT-BZ0155";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Parrocchia di Collepietra - Pfarre Steinegg";"Enti ecclesiastici"
"IT-BZ0156";"Biblioteca pubblica. Sezione staccata di Rabla' - Öffentliche Bücherei. Zweigstelle Rabland";"Pubblica";"Comune di Parcines - Gemeinde Partschins";"Comune"
"IT-BZ0157";"Biblioteca pubblica. Punto di prestito di Anterselva di Sotto - Öffentliche Bibliothek. Leihstelle Antholz Niedertal.";"Pubblica";"Comune di Rasun Anterselva - Gemeinde Rasen Antholz";"Comune"
"IT-BZ0158";"Biblioteca Lavoro e Società - Bibliothek Arbeit und Gesellschaft";"Specializzata";"Sindacato SGB-CISL, Gewerkschaft SGB-CISL";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-BZ0160";"Biblioteca dell'AVS-Alpenverein Südtirol. Direzione generale - Bücherei AVS-Hauptleitung";"Specializzata";"AVS-Alpenverien Südtirol. Direzione generale - Bücherei AVS-Haupleitung";"Accademie, associazioni, fondazioni, istituti (pubblici)"
"IT-BZ0161";"Biblioteca oltre l’Handicap - Bibliothek Handicap";"Specializzata";"Associazione italiana assistenza spastici. Sezione di Bolzano";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-BZ0163";"Biblioteca civica Cesare Battisti. Sezione staccata Oltrisarco - Stadtbibliothek Zentrale. Zweigstelle Oberan";"Pubblica";"Comune di Bolzano - Gemeinde Bozen";"Comune"
"IT-BZ0164";"Biblioteca civica Cesare Battisti. Sezione staccata Similaun di Via Ortles - Stadtbibliothek Zentrale. Zweigstelle Similaun Ortlesstrasse";"Pubblica";"Comune di Bolzano - Gemeinde Bozen";"Comune"
"IT-BZ0165";"Biblioteca civica Cesare Battisti. Sezione staccata Don Bosco. Stadtbibliothek Zentrale. Zweigstelle Don Bosco";"Pubblica";"Comune di Bolzano - Gemeinde Bozen";"Comune"
"IT-BZ0166";"Biblioteca civica Cesare Battisti. Sezione staccata Gries. Stadtbibliothek Zentrale. Zweigstelle Gries";"Pubblica";"Comune di Bolzano - Gemeinde Bozen";"Comune"
"IT-BZ0167";"Biblioteca civica Cesare Battisti. Sezione staccata Novacella. Stadtbibliothek Zentrale. Zweigstelle Neustift";"Pubblica";"Comune di Bolzano - Gemeinde Bozen";"Comune"
"IT-BZ0168";"Biblioteca popolare della Parrocchia di Stilves. Sezione staccata di Trens -Volksbibliothek Erzpfarre Stilfes. Zweigstelle Trens";"Pubblica";"Parrocchia di Stilves - Pfarre Stilfes";"Enti ecclesiastici"
"IT-BZ0169";"Biblioteca pubblica. Sezione staccata di Rasa - Öffentliche Bibliothek. Zweigstelle Raas";"Pubblica";"Comune di di Naz - Natz";"Comune"
"IT-BZ0170";"Biblioteca pubblica di Naz-Sciaves. Sezione staccata di Naz – Öffentliche Bibliothek Natz-Schabs. Zweigstelle Natz";"Pubblica";"Comune di di Naz - Natz";"Comune"
"IT-BZ0171";"Biblioteca Rentsch - Bibliothek Rentsch";"Pubblica";"Associazione Rentsch - Rentsch Genossenschaft";"Accademie, associazioni, fondazioni, istituti (pubblici)"
"IT-BZ0172";"Biblioteca pubblica Rio di Pusteria. Sezione staccata di Spinga - Öffentliche Bibliothek Mühlbach. Leihstelle Spinges";"Pubblica";"Comune di Rio di Pusteria - Gemeinde Mühlbach";"Comune"
"IT-BZ0173";"Biblioteca pubblica Rio di Pusteria. Sezione staccata di Meranza - Öffentliche Bibliothek Mühlbach. Zweigstelle Meransen";"Pubblica";"Comune di Rio di Pusteria - Gemeinde Mühlbach";"Comune"
"IT-BZ0174";"Biblioteca pubblica. Sezione staccata di Vilpiano - Öffentliche Bibliothek. Zweigstelle Vilpian";"Pubblica";"Comune di Terlano - Gemeinde Terlan";"Comune"
"IT-BZ0175";"Biblioteca pubblica. Sezione staccata di Settequerce - Öffentliche Bibliothek. Zweigstelle Siebeneich";"Pubblica";"Comune di Terlano - Gemeinde Terlan";"Comune"
"IT-BZ0176";"Biblioteca comunale. Sezione staccata di Curon Venosta - Gemeinde Bibliothek. Zweigstelle Graun";"Pubblica";"Comune di Curon Venosta - Gemeinde Graun im Vinschgau";"Comune"
"IT-BZ0177";"Biblioteca comunale. Sezione staccata di Pedross Vallelunga - Gemeindebibliothek. Zweigstelle Pedross Langtaufers";"Pubblica";"Comune di Curon Venosta - Gemeinde Graun in Vinschgau";"Comune"
"IT-BZ0178";"Biblioteca comunale. Sezione staccata di Resia all'Adige - Gemeindebibliothek. Zweigstelle Reschen";"Pubblica";"Comune di Curon Venosta - Gemeinde Graun in Vinschgau";"Comune"
"IT-BZ0179";"Biblioteca comunale - Gemeindebibliothek";"Pubblica";"Comune di Curon Venosta - Gemeinde Graun im Vinschgau";"Comune"
"IT-BZ0180";"Biblioteca pubblica della Parrocchia di San Giorgio. Sezione di Villa Santa Caterina - Öffentliche Bibliothek St. Georgen. Zweigstelle Aufhofen";"Pubblica";"Parrocchia di San Giorgio - Kirche St. Georgen";"Enti ecclesiastici"
"IT-BZ0181";"Biblioteca pubblica della Parrocchia di San Giorgio - Öffentliche Bibliothek St. Georgen";"Pubblica";"Parrocchia di San Giorgio - Kirche St. Georgen";"Enti ecclesiastici"
"IT-BZ0182";"Biblioteca comunale Leo Santifaller. Sezione staccata di Siusi - Gemeindebibliothek Leo Santifaller. Zweigstelle Seis am Schlern";"Pubblica";"Comune di Castelrotto - Gemeinde Kastelruth";"Comune"
"IT-BZ0183";"Biblioteca comunale Leo Santifaller - Gemeindebibliothek Leo Santifaller";"Pubblica";"Comune di Castelrotto - Gemeinde Kastelruth";"Comune"
"IT-BZ0184";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Castelbello Ciardes - Gemeinde Kastelbell Tschars";"Comune"
"IT-BZ0185";"Biblioteca pubblica Montagna - Öffentliche Bibliothek Montan";"Pubblica";"Comune di Montagna - Pfarre Montan";"Comune"
"IT-BZ0186";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Parrocchia di Glorenza - Pfarre Glurns";"Enti ecclesiastici"
"IT-BZ0187";"Biblioteca pubblica tedesca - Deutsche öffentliche Bibliothek";"Pubblica";"Comune di Gargazzone - Gemeinde Gargazon";"Comune"
"IT-BZ0188";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Vadena - Gemeinde Pfatten";"Comune"
"IT-BZ0189";"Biblioteca civica. Sezione staccata di Sarnes - Stadtbibliothek. Zweigstelle Sarns";"Pubblica";"Comune di Bressanone - Gemeinde Brixen";"Comune"
"IT-BZ0190";"Biblioteca civica. Sezione staccata di Millan - Stadtbibliothek Zweigstelle Milland";"Pubblica";"Comune di Bressanone - Gemeinde Brixen";"Comune"
"IT-BZ0191";"Biblioteca civica - Stadtbibliothek";"Pubblica";"Comune di Bressanone - Gemeinde Brixen";"Comune"
"IT-BZ0192";"Biblioteca pubblica. Sezione staccata di Vallarga - Öffentliche Bibliothek. Zweigstelle Weitental";"Pubblica";"Comune di Vandoies - Pfarre Niedervintl";"Comune"
"IT-BZ0193";"Biblioteca pubblica. Sezione staccata di Fundres - Öffentliche Bibliothek. Zweigstelle Pfunders";"Pubblica";"Comune di Vandoies di Sotto - Pfarre Niedervintl";"Comune"
"IT-BZ0194";"Biblioteca pubblica. Sezione staccata di Vandoies di Sopra - Öffentliche Bibliothek. Zweigstelle Obervintl";"Pubblica";"Comune di Vandoies di Sotto - Pfarre Niedervintl";"Comune"
"IT-BZ0195";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Vandoies di Sotto - Pfarre Niedervintl";"Comune"
"IT-BZ0196";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Parrocchia di S. Andrea - Pfarre St. Andrä";"Enti ecclesiastici"
"IT-BZ0197";"Biblioteca comunale ""Vinzenz Niederwolfsgruber"" / Öffentliche Bibliothek ""Vinzenz Niederwolfsgruber""";"Pubblica";"Comune di Nova Levante";"Comune"
"IT-BZ0198";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Villandro - Villanders";"Comune"
"IT-BZ0199";"Biblioteca specializzata e servizio informazioni della Bottega Terzo Mondo - Fachbibliothek Informationsdienst Dritte-Welt-Laden";"Specializzata";"Bottega del Terzo Mondo - Dritte-Welt-Laden";"Accademie, associazioni, fondazioni, istituti, societa' (privati)"
"IT-BZ0200";"Biblioteca pubblica. Sezione staccata di Redagno - Öffentliche Bibliothek. Zweigstelle Radein";"Pubblica";"Parrocchia di Aldino - Pfarre Aldein";"Enti ecclesiastici"
"IT-BZ0202";"Biblioteca di Tires - Bibliothek Tiers";"Pubblica";"Comune di Tires - Pfarre Tiers";"Comune"
"IT-BZ0203";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Terento - Gemeinde Terenten";"Comune"
"IT-BZ0204";"Biblioteca Giovani - Jugendbibliothek";"Pubblica";"Parrocchia di Vipiteno. Pfarre Sterzing";"Enti ecclesiastici"
"IT-BZ0205";"Biblioteca civica - Öffentliche Bibliothek";"Pubblica";"Comune di Sluderno - Gemeinde Schluderns";"Comune"
"IT-BZ0206";"Biblioteca pubblica - Öffentliche Bibliothek";"Pubblica";"Comune di Cermes - Gemeinde Tscherms";"Comune"
"IT-BZ0207";"Biblioteca pubblica. Sezione staccata di Novacella - Öffentliche Bibliothek. Zweigstelle Neustift";"Pubblica";"Comune di Varna - Gemeinde Vahrn";"Comune"
"IT-BZ0208";"Biblioteca pubblica. Sezione staccata di Scaleres - Öffentliche Bibliothek. Zweigstelle Schalders";"Pubblica";"Comune di Varna. Gemeinde Vahrn";"Comune"
"IT-BZ0209";"Biblioteca di Varna – Bibliothek Vahrn";"Pubblica";"Comune di Varna - Gemeinde Vahrn";"Comune"
"IT-BZ0210";"Biblioteca pubblica. Sezione staccata di Sant'Ottilia - Öffentliche Bibliotek. Zweigstelle Lengstein";"Pubblica";"Comune di Renon - Gemeinde Ritten";"Comune"
"IT-BZ0211";"Biblioteca pubblica. Sezione staccata di Soprabolzano - Öffentliche Bibliothek. Zweigstelle Oberbozen";"Pubblica";"Comune di Renon - Gemeinde Ritten";"Comune"
"IT-BZ0212";"Biblioteca pubblica. Sezione staccata di Auna di Sopra - Öffentlich Bibliothek. Zweigstelle Oberinn";"Pubblica";"Comune di Renon - Gemeinde Ritten";"Comune"
